1956977084,0,0,0,0,0,0,0,0,0,1
1956983874,0,0,0,0,0,0,0,0,0,1
1956985535,0,0,0,0,0,0,0,0,0,1
1956996765,0,0,0,0,0,0,0,0,0,1
1957017522,0,0,0,0,0,0,0,0,0,1
1957017595,0,0,0,0,0,0,0,0,0,1
1957020385,0,0,0,0,0,0,0,0,0,1
1957020702,0,0,0,0,0,0,0,0,0,1
1957033043,0,0,0,0,0,0,0,0,0,1
1957035564,0,0,0,0,0,0,0,0,0,1
1957045692,0,0,0,0,0,0,0,0,0,1
1957055981,0,0,0,0,0,0,0,0,0,1
1957058504,0,0,0,0,0,0,0,0,0,1
1957075268,0,0,0,0,0,0,0,0,0,1
1957086137,0,0,0,0,0,0,0,0,0,1
1957088179,0,0,0,0,0,0,0,0,0,1
1957089465,0,0,0,0,0,0,0,0,0,1
1957093069,0,0,0,0,0,0,0,0,0,1
1957101953,0,0,0,0,0,0,0,0,0,1
1957103842,0,0,0,0,0,0,0,0,0,1
1957112843,0,0,0,0,0,0,0,0,0,1
1957113346,0,0,0,0,0,0,0,0,0,1
1957123048,0,0,0,0,0,0,0,0,0,1
1957128448,0,0,0,0,0,0,0,0,0,1
1957130105,0,0,0,0,0,0,0,0,0,1
1957131642,0,0,0,0,0,0,0,0,0,1
1957149170,0,0,0,0,0,0,0,0,0,1
1957177248,0,0,0,0,0,0,0,0,0,1
1957191024,0,0,0,0,0,0,0,0,0,1
1957194329,0,0,0,0,0,0,0,0,0,1
1957195455,0,0,0,0,0,0,0,0,0,1
1957199368,0,0,0,0,0,0,0,0,0,1
1957203110,0,0,0,0,0,0,0,0,0,1
1957209188,0,0,0,0,0,0,0,0,0,1
1957211192,0,0,0,0,0,0,0,0,0,1
1957213189,0,0,0,0,0,0,0,0,0,1
1957223703,0,0,0,0,0,0,0,0,0,1
1957257295,0,0,0,0,0,0,0,0,0,1
1957259752,0,0,0,0,0,0,0,0,0,1
1957262114,0,0,0,0,0,0,0,0,0,1
1957275627,0,0,0,0,0,0,0,0,0,1
1957278650,0,0,0,0,0,0,0,0,0,1
1957284360,0,0,0,0,0,0,0,0,0,1
1957302602,0,0,0,0,0,0,0,0,0,1
1957312495,0,0,0,0,0,0,0,0,0,1
1957313260,0,0,0,0,0,0,0,0,0,1
1957320104,0,0,0,0,0,0,0,0,0,1
1957320171,0,0,0,0,0,0,0,0,0,1
1957329151,0,0,0,0,0,0,0,0,0,1
1957340145,0,0,0,0,0,0,0,0,0,1
1957351140,0,0,0,0,0,0,0,0,0,1
1957357361,0,0,0,0,0,0,0,0,0,1
1957359624,0,0,0,0,0,0,0,0,0,1
1957359653,0,0,0,0,0,0,0,0,0,1
1957360852,0,0,0,0,0,0,0,0,0,1
1957375661,0,0,0,0,0,0,0,0,0,1
1957385704,0,0,0,0,0,0,0,0,0,1
1957387163,0,0,0,0,0,0,0,0,0,1
1957412151,0,0,0,0,0,0,0,0,0,1
1957412562,0,0,0,0,0,0,0,0,0,1
1957421654,0,0,0,0,0,0,0,0,0,1
1957422689,0,0,0,0,0,0,0,0,0,1
