1956967341,1,0,0,0,0,0,0,0,0,0,0,0,0
1956978276,1,0,0,0,0,0,0,0,0,0,0,0,0
1956979917,1,0,0,0,0,0,0,0,0,0,0,0,0
1957000336,1,0,0,0,0,0,0,0,0,0,0,0,0
1957007357,1,0,0,0,0,0,0,0,0,0,0,0,0
1957012535,1,0,0,0,0,0,0,0,0,0,0,0,0
1957018678,1,0,0,0,0,0,0,0,0,0,0,0,0
1957019766,1,0,0,0,0,0,0,0,0,0,0,0,0
1957027841,1,0,0,0,0,0,0,0,0,0,0,0,0
1957042579,1,0,0,0,0,0,0,0,0,0,0,0,0
1957042734,1,0,0,0,0,0,0,0,0,0,0,0,0
1957062783,1,0,0,0,0,0,0,0,0,0,0,0,0
1957064578,1,0,0,0,0,0,0,0,0,0,0,0,0
1957089708,1,0,0,0,0,0,0,0,0,0,0,0,0
1957120794,1,0,0,0,0,0,0,0,0,0,0,0,0
1957131233,1,0,0,0,0,0,0,0,0,0,0,0,0
1957144266,1,0,0,0,0,0,0,0,0,0,0,0,0
1957148550,1,0,0,0,0,0,0,0,0,0,0,0,0
1957160649,1,0,0,0,0,0,0,0,0,0,0,0,0
1957173458,1,0,0,0,0,0,0,0,0,0,0,0,0
1957174342,1,0,0,0,0,0,0,0,0,0,0,0,0
1957205757,1,0,0,0,0,0,0,0,0,0,0,0,0
1957207123,1,0,0,0,0,0,0,0,0,0,0,0,0
1957207486,1,0,0,0,0,0,0,0,0,0,0,0,0
1957215074,1,0,0,0,0,0,0,0,0,0,0,0,0
1957218864,1,0,0,0,0,0,0,0,0,0,0,0,0
1957228512,1,0,0,0,0,0,0,0,0,0,0,0,0
1957241061,1,0,0,0,0,0,0,0,0,0,0,0,0
1957241204,1,0,0,0,0,0,0,0,0,0,0,0,0
1957242104,1,0,0,0,0,0,0,0,0,0,0,0,0
1957280676,1,0,0,0,0,0,0,0,0,0,0,0,0
1957307462,1,0,0,0,0,0,0,0,0,0,0,0,0
1957336806,1,0,0,0,0,0,0,0,0,0,0,0,0
1957366702,1,0,0,0,0,0,0,0,0,0,0,0,0
1957369382,1,0,0,0,0,0,0,0,0,0,0,0,0
1957379042,1,0,0,0,0,0,0,0,0,0,0,0,0
1957387521,1,0,0,0,0,0,0,0,0,0,0,0,0
1957392449,1,0,0,0,0,0,0,0,0,0,0,0,0
1957395823,1,0,0,0,0,0,0,0,0,0,0,0,0
1957410954,1,0,0,0,0,0,0,0,0,0,0,0,0
1957414727,1,0,0,0,0,0,0,0,0,0,0,0,0
1957426941,1,0,0,0,0,0,0,0,0,0,0,0,0
1957430884,1,0,0,0,0,0,0,0,0,0,0,0,0
1957449038,1,0,0,0,0,0,0,0,0,0,0,0,0
1957469278,1,0,0,0,0,0,0,0,0,0,0,0,0
1957487865,1,0,0,0,0,0,0,0,0,0,0,0,0
1957502220,1,0,0,0,0,0,0,0,0,0,0,0,0
1957503252,1,0,0,0,0,0,0,0,0,0,0,0,0
1957507085,1,0,0,0,0,0,0,0,0,0,0,0,0
1957516147,1,0,0,0,0,0,0,0,0,0,0,0,0
1957518703,1,0,0,0,0,0,0,0,0,0,0,0,0
1957520555,1,0,0,0,0,0,0,0,0,0,0,0,0
1957557232,1,0,0,0,0,0,0,0,0,0,0,0,0
1957560891,1,0,0,0,0,0,0,0,0,0,0,0,0
1957569117,1,0,0,0,0,0,0,0,0,0,0,0,0
1957592237,1,0,0,0,0,0,0,0,0,0,0,0,0
1957611147,1,0,0,0,0,0,0,0,0,0,0,0,0
1957617744,1,0,0,0,0,0,0,0,0,0,0,0,0
1957649194,1,0,0,0,0,0,0,0,0,0,0,0,0
1957662098,1,0,0,0,0,0,0,0,0,0,0,0,0
1957675193,1,0,0,0,0,0,0,0,0,0,0,0,0
1957678173,1,0,0,0,0,0,0,0,0,0,0,0,0
1957729413,1,0,0,0,0,0,0,0,0,0,0,0,0
1957730729,1,0,0,0,0,0,0,0,0,0,0,0,0
1957731256,1,0,0,0,0,0,0,0,0,0,0,0,0
1957744150,1,0,0,0,0,0,0,0,0,0,0,0,0
1957746645,1,0,0,0,0,0,0,0,0,0,0,0,0
1957760171,1,0,0,0,0,0,0,0,0,0,0,0,0
1958034887,1,0,0,0,0,0,0,0,0,0,0,0,0
1958045336,1,0,0,0,0,0,0,0,0,0,0,0,0
1958053035,1,0,0,0,0,0,0,0,0,0,0,0,0
1958059684,1,0,0,0,0,0,0,0,0,0,0,0,0
1958066861,1,0,0,0,0,0,0,0,0,0,0,0,0
1958082084,1,0,0,0,0,0,0,0,0,0,0,0,0
